userId,movieId,tag,timestamp,tag_date
2,60756,funny,1445714994,2015-10-24 19:29:54
2,60756,highly quotable,1445714996,2015-10-24 19:29:56
2,60756,will ferrell,1445714992,2015-10-24 19:29:52
2,89774,boxing story,1445715207,2015-10-24 19:33:27
2,89774,mma,1445715200,2015-10-24 19:33:20
2,89774,tom hardy,1445715205,2015-10-24 19:33:25
2,106782,drugs,1445715054,2015-10-24 19:30:54
2,106782,leonardo dicaprio,1445715051,2015-10-24 19:30:51
2,106782,martin scorsese,1445715056,2015-10-24 19:30:56
7,48516,way too long,1169687325,2007-01-25 01:08:45
18,431,al pacino,1462138765,2016-05-01 21:39:25
18,431,gangster,1462138749,2016-05-01 21:39:09
18,431,mafia,1462138755,2016-05-01 21:39:15
18,1221,al pacino,1461699306,2016-04-26 19:35:06
18,1221,mafia,1461699303,2016-04-26 19:35:03
18,5995,holocaust,1455735472,2016-02-17 18:57:52
18,5995,true story,1455735479,2016-02-17 18:57:59
18,44665,twist ending,1456948283,2016-03-02 19:51:23
18,52604,anthony hopkins,1457650696,2016-03-10 22:58:16
18,52604,courtroom drama,1457650711,2016-03-10 22:58:31
18,52604,twist ending,1457650682,2016-03-10 22:58:02
18,88094,britpop,1457444500,2016-03-08 13:41:40
18,88094,indie record label,1457444592,2016-03-08 13:43:12
18,88094,music,1457444609,2016-03-08 13:43:29
18,144210,dumpster diving,1455060381,2016-02-09 23:26:21
18,144210,sustainability,1455060452,2016-02-09 23:27:32
21,1569,romantic comedy,1419805413,2014-12-28 22:23:33
21,1569,wedding,1419805419,2014-12-28 22:23:39
21,118985,painter,1419805477,2014-12-28 22:24:37
21,119141,bloody,1419793962,2014-12-28 19:12:42
49,109487,black hole,1493093306,2017-04-25 04:08:26
49,109487,sci-fi,1493093332,2017-04-25 04:08:52
49,109487,time-travel,1493093356,2017-04-25 04:09:16
62,2,fantasy,1528843929,2018-06-12 22:52:09
62,2,magic board game,1528843932,2018-06-12 22:52:12
62,2,robin williams,1528843907,2018-06-12 22:51:47
62,110,beautiful scenery,1528152541,2018-06-04 22:49:01
62,110,epic,1528152532,2018-06-04 22:48:52
62,110,historical,1528152523,2018-06-04 22:48:43
62,110,inspirational,1528152527,2018-06-04 22:48:47
62,110,medieval,1528152528,2018-06-04 22:48:48
62,110,mel gibson,1528152521,2018-06-04 22:48:41
62,110,oscar (best cinematography),1528152539,2018-06-04 22:48:59
62,110,revenge,1528152531,2018-06-04 22:48:51
62,110,sword fight,1528152535,2018-06-04 22:48:55
62,410,black comedy,1525636607,2018-05-06 19:56:47
62,410,christina ricci,1525636685,2018-05-06 19:58:05
62,410,christopher lloyd,1525636622,2018-05-06 19:57:02
62,410,dark comedy,1525636610,2018-05-06 19:56:50
62,410,family,1525636708,2018-05-06 19:58:28
62,410,gothic,1525636609,2018-05-06 19:56:49
62,2023,al pacino,1525636728,2018-05-06 19:58:48
62,2023,andy garcia,1525636768,2018-05-06 19:59:28
62,2023,classic,1525636752,2018-05-06 19:59:12
62,2023,francis ford coppola,1525636752,2018-05-06 19:59:12
62,2023,mafia,1525636733,2018-05-06 19:58:53
62,2124,black comedy,1525636847,2018-05-06 20:00:47
62,2124,christina ricci,1525636867,2018-05-06 20:01:07
62,2124,christopher lloyd,1525636859,2018-05-06 20:00:59
62,2124,family,1525636855,2018-05-06 20:00:55
62,2124,gothic,1525636849,2018-05-06 20:00:49
62,2124,quirky,1525636846,2018-05-06 20:00:46
62,2953,family,1525636883,2018-05-06 20:01:23
62,2953,funny,1525636885,2018-05-06 20:01:25
62,2953,macaulay culkin,1525636890,2018-05-06 20:01:30
62,2953,sequel,1525636887,2018-05-06 20:01:27
62,3114,animation,1525636903,2018-05-06 20:01:43
62,3114,disney,1525636902,2018-05-06 20:01:42
62,3114,funny,1525636913,2018-05-06 20:01:53
62,3114,original,1525636917,2018-05-06 20:01:57
62,3114,pixar,1525636901,2018-05-06 20:01:41
62,3114,sequel,1525636910,2018-05-06 20:01:50
62,3114,tom hanks,1525636925,2018-05-06 20:02:05
62,3578,ancient rome,1528152504,2018-06-04 22:48:24
62,3578,epic,1528152469,2018-06-04 22:47:49
62,3578,history,1528152467,2018-06-04 22:47:47
62,3578,imdb top 250,1528152498,2018-06-04 22:48:18
62,3578,revenge,1528152496,2018-06-04 22:48:16
62,3578,rome,1528152463,2018-06-04 22:47:43
62,3578,russell crowe,1528152465,2018-06-04 22:47:45
62,4223,ed harris,1528024869,2018-06-03 11:21:09
62,4223,jude law,1528024854,2018-06-03 11:20:54
62,4223,rachel weisz,1528024873,2018-06-03 11:21:13
62,4223,sniper,1528024852,2018-06-03 11:20:52
62,4223,world war ii,1528024877,2018-06-03 11:21:17
62,5388,al pacino,1530310809,2018-06-29 22:20:09
62,5388,atmospheric,1530310959,2018-06-29 22:22:39
62,5388,hilary swank,1530310952,2018-06-29 22:22:32
62,5388,robin williams,1530310811,2018-06-29 22:20:11
62,6058,sequel,1525555053,2018-05-05 21:17:33
62,6058,violent,1525555051,2018-05-05 21:17:31
62,6534,dogs,1525554096,2018-05-05 21:01:36
62,6534,eric bana,1525554086,2018-05-05 21:01:26
62,6534,mad scientist,1525554098,2018-05-05 21:01:38
62,6534,marvel,1525554100,2018-05-05 21:01:40
62,6541,captain nemo,1525554054,2018-05-05 21:00:54
62,6541,comic book,1525554028,2018-05-05 21:00:28
62,6541,gothic,1525554056,2018-05-05 21:00:56
62,6541,peta wilson,1525554040,2018-05-05 21:00:40
62,6541,sean connery,1525554026,2018-05-05 21:00:26
62,6541,superhero,1525554051,2018-05-05 21:00:51
62,6564,adventure,1525554439,2018-05-05 21:07:19
62,6564,angelina jolie,1525554432,2018-05-05 21:07:12
62,6564,heroine in tight suit,1525554441,2018-05-05 21:07:21
62,7153,adventure,1528152558,2018-06-04 22:49:18
62,7153,ensemble cast,1528152578,2018-06-04 22:49:38
62,7153,fantasy,1528152556,2018-06-04 22:49:16
62,7153,fantasy world,1528152571,2018-06-04 22:49:31
62,7153,great soundtrack,1528152575,2018-06-04 22:49:35
62,7153,lord of the rings,1528152581,2018-06-04 22:49:41
62,7153,scenic,1528152580,2018-06-04 22:49:40
62,7153,stylized,1528152577,2018-06-04 22:49:37
62,7153,tolkien,1528152561,2018-06-04 22:49:21
62,8641,hilarious,1526249138,2018-05-13 22:05:38
62,8641,steve carell,1526249156,2018-05-13 22:05:56
62,8641,will ferrell,1526249135,2018-05-13 22:05:35
62,27660,animation,1525554490,2018-05-05 21:08:10
62,27660,anime,1525554488,2018-05-05 21:08:08
62,27660,cyberpunk,1525554486,2018-05-05 21:08:06
62,27660,dark,1525554500,2018-05-05 21:08:20
62,27660,matrix,1525554493,2018-05-05 21:08:13
62,27660,sci-fi,1525554491,2018-05-05 21:08:11
62,27706,dark comedy,1526248598,2018-05-13 21:56:38
62,27706,jim carrey,1526248575,2018-05-13 21:56:15
62,27706,meryl streep,1526248580,2018-05-13 21:56:20
62,27706,quirky,1526248553,2018-05-13 21:55:53
62,27706,stylized,1526248601,2018-05-13 21:56:41
62,27808,adam sandler,1525554900,2018-05-05 21:15:00
62,27808,family,1525554919,2018-05-05 21:15:19
62,27808,sweet,1525554922,2018-05-05 21:15:22
62,27831,british gangster,1532723304,2018-07-27 20:28:24
62,27831,confusing,1532723364,2018-07-27 20:29:24
62,27831,daniel craig,1532723305,2018-07-27 20:28:25
62,27831,exquisite plotting.,1532723355,2018-07-27 20:29:15
62,27831,organized crime,1532723369,2018-07-27 20:29:29
62,27831,stylish,1532723356,2018-07-27 20:29:16
62,27831,tom hardy,1532723359,2018-07-27 20:29:19
62,31658,anime,1525869041,2018-05-09 12:30:41
